,sentiment,content
19116,8,"@backstreetboys Hey boys, do you wanna see my teeth? (damn it, twitter donï¿½t wanna change my picture)"
19117,8,"@PrincessPDexter Ohhh, he is very regal man-cat! But he is blocked"
19118,6,"still can't figure this twitter thing out, i can't my background pic to stick and i can't seem to change my profile pic"
19119,8,"@cakewrecks that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we've got a long wait tho."
19120,12,Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note
19121,5,so I just had a violent fightclub like sex dream involving heavily tattooed ladies. I didn't wanna wake up.  lol.
19122,8,"Stepped on Coco's foot earlier while feeding the cats; no harm done AFAIK, but now she runs away from me"
19123,12,@justeezy  woh won at least you aren't in the NYC situation
19124,12,@StaceBDU but my bday is JUNE 19.. this is wack... and ihavent seen any promotions for my bday party  someone better finagle this asap!
19125,8,@RezaEvol awe  wit the snap of my fingers n a nod of my head ur rain is gone  lol...thxs hit up afterwards
19126,10,@irize yea yea  im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo
19127,12,"oh man, just seen the BGT news.. not cool. i loved greg.  that dancing weepy kid was just fucking obnoxious imo."
19128,12,mommy coming home from vegas tonight! going to pick her up later in islip her plane doesnt get in until 10:40. KILLME. i want my mommy
19129,12,@kakrisch im jealous.  im slaving away at the store and youre chilling on the boat.
19130,10,@jwalsh Damnit all. That sucks.  You were one of the ones I thought I'd drag back lol
19131,12,@ddlovato  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19132,11,@jinime Your schmoo is moving? Are you sad?
19133,6,"I had a new work picture taken today, hated it, it looks too much like me http://bit.ly/PHjUR"
19134,7,@NikkiBenz I want to chat with you in Im some day.
19135,10,"@aaronob My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour."
19136,10,Well it's after 6 and i didn't get a call back  oh well
19137,8,@urbanfrolicker I'm going to Cali in like two weeks! But it's nor cal
19138,6,Home finally. Hungry. needs food. mad cause I might not get pizza today  Hanging out with brandon. its raining.. ugh!!
19139,6,lalalalaaaa i have a virus  tear tearrr well my COMPUTER has a virus! running scan grrr : \
19140,12,@mikeziemer you traitor  whiskey and coke is my aphrodisiac
19141,10,@renegadepr cool. looking forward. san francisco was really nice. didn't make it out to napa though  maybe next time.
19142,12,"wish I could feel no pain (8)  but it's ok, at least they like Brazil!"
19143,5,@kidcatastrophe so cool to hear you guys on 104.5! and i can't believe you in were cherry hill a few weeks ago and i missed it  come back
19144,8,"@tamtamdoll no, New orleans.. been here since katrina .."
19145,12,@glennbeck wish we could come see u on Denver  husband lost his job and can't afford it
19146,12,I do nothing on friday nights
19147,12,Jane is really sad because she probably won't get perfect on tonight's quiz without the missing article. Should've asked someone for it.
19148,4,@Beauabroughton shud up! lol my device thing doesn't work
19149,10,omg trying to fix pic but its not working!!!! ugh also mom wont let me sleep over sanzz!!!!!  bad day!!!!
19150,12,has a tummy ache.
19151,10,"@rdougan I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!"
19152,6,@joshhebert yeah bit it is overheating a bit and the AC died.
19153,5,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.
19154,10,@michaelpietsch He's totally ignoring me!! How sad!  I am heartbroken
19155,12,@Jonasbrothers  my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better
19156,10,"Got stuck in a traffic jam today, i now have one sunburned arm"
19157,10,@coliwilso *hugs*  still feeling poorly are you
19158,8,I was the blue  lol http://twitpic.com/67zgz
19159,12,"reason #123,243,342 I don't like weathermen, school program canceled due 2 rain.Show 6p-7p now 8:15p still no rain  #weathermenRneverright"
19160,12,I have nacho chips...but no cheese.
19161,10,"On my way to work, I'm kinda sad"
19162,5,I love it when it rains on me when im golfing
19163,10,"chillin on break eatin some grub. pretty burnt out had an eventful day. wanting to go to the movies with Ian, not happening though."
19164,10,I missed your calls
19165,9,@vasilly thanks.  I'm self so I don't see the &quot;my Account&quot; area.  I'll have to dig deeper it seems
19166,12,@RealKeanuReeves   People are cruel sometimes.  I can't imagine being a Star.
19167,12,"Went for run, my sinuses are pissing me off"
19168,12,@sandysurap Thanks. They're both so cute. Havent been home for many years so havent seen them in person
19169,6,misses her phone... having no service sucks
19170,8,No one's coming in
19171,8,D'oh...forgot the ferry turns around before going. So much for sitting in the sun. And the other side deck is closed.
19172,12,@jbdance7  ya i can never watch any of them :l
19173,10,waiting for sleeping pills to kick in... gonna be so tired at work tomorrow
19174,12,I sadly have no voice after the Food Faire and The Academic Pep Rally!! I need my voice.
19175,11,Select Yums tees on sale! Bird Walk and SODMG are sold out though
19176,10,Why the fuck can't I be over this ??? I feel like crying bit I realy don't want to  why is this bothering me sooooooo much !?
19177,10,@survivorqueen I can't shes taken my keys to muh car.
19178,8,@sophiebenjamin  it's very pleasant. i sooo rarely just have time to kill...
19179,10,"No Rockin on the River for me, tonight..."
19180,12,"Isss boredddd, gotta be up in the morningg"
19181,8,@PrincessSuperC i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!
19182,7,"@LuluLuz  i love you,i love you,i love you -you're the most beautiful and sweet girl ever."
19183,11,@hellparade what? whyyyy?
19184,12,"@JeremyBorash wow, honestly not surprising, every time they try to push that guy he gets injured"
19185,8,Nite nite my fellow tweeters goin to put ma ipod in n listen to some westlife missin those guys  then headin to sleep early start  7am x
19186,10,"@BodyWisdomInc sorry I missed you @pcharityclassic. Saw you across the way, I was busy taking pix-abt 4:15 came to meet U-but U were gone"
19187,1,"Not gonna lie, i'm going to miss high school lunches. A lot. Damn."
19188,4,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check
19189,6,why is this english homework so hard  i seem to be getting nowhere
19190,6,Dang! My voice wont came out! And my snots is covering all my tissues... DANGIT! I hate FLU!
19191,12,@emerilizzie poor kid.  That sucks. Hopefully things look up for her soon. *hugs*
19192,10,@dougreport just checked again and it worked!! Sorry
19193,12,@schambers bud light?!?!?!  up in Massachusetts and no Boston Lager?  Guess I won't catch the next flight   njoy!
19194,8,@pandamachinne and i have cheese and no chips.
19195,5,@emilygrace_BHB I went to that concert and I remember Derek and Mark were hosting! I miss seeing BHB  at the grove.
19196,8,@Bea0414 eh..not sure daw guesting ni cha on monday
19197,12,Im giving up on twitter. My pic is gone my background is gone..I'm hopeless when it comes to technology!!
19198,5,@hannahgramm Haha damn you not inviting me
19199,11,ACK! Ghost Whisperer isn't on!   Damn network's lucky they gave me Walk The Line in place of it...f*ckas. JP is hawt.  :0)
19200,10,@Kalediscope Girl *cries* I'm allergic to seafood
19201,12,"aghh mann i missed like half wowp, nd i dont like to start watching things in the middle of the show, i forgot to record it, im maddd!"
19202,12,@veddersgirl Will start tonight. Bored. Tired of waiting on Darkward. I am breaking up with him
19203,12,@kscarter I feel like I haven't talked to you in a really really long time.
19204,12,@mileycyrus  it wont let me vote even tho im signed in
19205,10,Just got to the gym but w/no energy
19206,11,..dat dude look crazy w/ dat hair on his face lmao ..stop it!! ..the old wrestlers went to TNA  thanks Vince ..these dudes are clowns lol
19207,2,Ugh boring friday
19208,12,oh and i forgot my cell at home  thankgod for this crackberry
19209,11,@jojo_jtv WHAT! I was only gone for 30 minutes and you're already showing boobage without me?
19210,8,Is on break...I'm so tired
19211,12,@MaryleeFOD I am so sorry I missed your tweet  I was on a nice long chat across the border with pastel. Did you want the recipe? email?
19212,8,Tempted to buy MAC at ACW....even though I don't need anything....but I want to try dazzleglasses
19213,12,waaah.. I can't open my eyes wider! i wanna go back to sleep but i can't sleep properly..
19214,10,"God, why can't I be at #asylum? Really. I never get to do anything cool!"
19215,12,"FCKeditor is giving me problems! Posts just fine, but only edits in plain text! Help!"
19216,6,I hate it when Trevor drives
19217,10,@ the San Antonio Missions game waitressing. Not a huge crowd.  Meaning a slow game.
19218,10,"I'd rather be at #BEATweetup.  Instead, I'm taking my cue from @vromans and shutting down. @wirechairs @annacarollo reprezent-zent!"
19219,10,my fab broke
19220,12,@ceciliaa_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick
19221,8,@katevoegele WIsh they were in Toronto  Will you be coming back here soon?
19222,12,I'm in a traffic jam
19223,12,has a broken iphone
19224,0,UUUUUGH!!! I HATE I MISSED @WAYNEDASTAR INTERVIEW!!! I WASNT AT HOME!!! DARN!!!
19225,5,I am finally plugged in to listen to Flashpoints on http//:www.kpfa.org shoutout @norabf and have missed the segment about Chevron
19226,5,says Morning.  http://plurk.com/p/x34ap
19227,6,@AdamRPhoto ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink  owwwwwwwwwwwww
19228,8,"@RedFieldWines @shakeNbake Bit of New Scientist, this weeks an last weeks, and Watership Down"
19229,6,Shots suuuuck!  im done  no more vacines!
19230,10,"Omg, someone just left me a voicemail at work    ffs let me have a day off"
19231,11,Boo....Up DLP is sold out for 8:30
19232,12,i'm a bum today
19233,8,might go to bed? No nightmares about bad grades tonight please!  Hmm!
19234,8,Environmental project
19235,10,@ArtyTheCat oh noes I missed you again.
19236,11,@fatsam33 yeahh  those two times we've stood next to each other were special times...
19237,12,Just got my dress for my friends wedding. Its a little tight in places. Gotta work out more
19238,8,@NDM_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend
19239,9,i hate my presentation  hahah whatever im glad its over
19240,4,just got sold out from UP
19241,10,@wita  Still think it's unfair that Infamous isn't on PC. =/
19242,12,"still feeling crangsty  but sushi for Marianne's bday (tmr) tonight! then pedicures (finally!) even so, I hate feeling like this *pouts*"
19243,12,"@selenagomez AWWWE! I live in Van, would've been so great to see you  but have a great flight!"
19244,12,chris cornell is going pop?!  i prefer the old chris cornell.
19245,8,@kaiminoeau why have i not heard of said show?
19246,12,so i have like no more friends it's kinda sad
19247,6,well its hot as heck right now
19248,10,"ok, twitter doesnt like me   i must be really dumb...how do i send a msg?"
19249,12,offically in DC .....  missing my numero uno
19250,4,joooooooooooooo!!!!!!!!!!!! studying!!!  to be readdy to go to the party!!!   If they let me go!!  jajaja I think yeaahh!!! \m/!!
19251,8,@avalm  i can never tells mommy!  or they will be means to me...
19252,6,"@annettestarbuck heck yea that beats traffic!  Im on the stinkin toll road (paying to sit in traffic, nice) no milkshakes out here"
19253,12,@emett55 TGIF is right...I think I broke my toe last night - on my bad foot.
